seg_id	seg_chrom	seg_start	seg_end	seg_name	seg_strand	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_readcount
chr18:41775015-41775115	chr18	41775015	41775115	L1HS_dup1517	.	9	61	14	0.12857142857142856	15	53	17	14	0.7571428571428571	15	5	87	6	0.05434782608695652	17	85	8	5	0.9139784946236559	17	4	285	24	0.01384083044982699	54	282	6	25	0.9791666666666666	54
chr18:47660374-47660474	chr18	47660374	47660474	L1HS_dup1523	.	17	136	10	0.1111111111111111	24	120	33	10	0.7843137254901961	24	28	165	16	0.14507772020725387	31	129	64	16	0.6683937823834197	31	3	254	32	0.011673151750972763	43	252	5	32	0.980544747081712	43
chr18:62906293-62906393	chr18	62906293	62906393	L1HS_dup1536	.	21	94	15	0.1826086956521739	24	78	38	14	0.6724137931034483	24	12	109	5	0.09917355371900827	22	90	30	6	0.75	22	11	237	17	0.04435483870967742	45	230	18	17	0.9274193548387096	45
chr18:72972456-72972556	chr18	72972456	72972556	L1HS_dup1549	.	1	2	0	0.3333333333333333	1	2	1	0	0.6666666666666666	1	1	1	0	0.5	1	1	1	0	0.5	1	0	8	1	0.0	3	8	0	1	1.0	3
chr2:71417401-71417501	chr2	71417401	71417501	L1HS_dup155	.	1	108	1	0.009174311926605505	19	2	107	1	0.01834862385321101	19	2	83	4	0.023529411764705882	15	0	88	1	0.0	15	2	313	4	0.006349206349206349	55	2	317	0	0.006269592476489028	55
chr18:75846852-75846952	chr18	75846852	75846952	L1HS_dup1551	.	23	65	4	0.26136363636363635	16	59	29	4	0.6704545454545454	16	6	93	8	0.06060606060606061	18	80	19	8	0.8080808080808081	18	10	276	22	0.03496503496503497	53	262	22	24	0.9225352112676056	53
chr20:7122099-7122199	chr20	7122099	7122199	L1HS_dup1571	.	0	0	0	NaN	0	0	0	0	NaN	0	3	59	6	0.04838709677419355	10	59	4	5	0.9365079365079365	10	0	0	0	NaN	0	0	0	0	NaN	0
chr20:12806944-12807044	chr20	12806944	12807044	L1HS_dup1576	.	1	111	16	0.008928571428571428	22	105	7	16	0.9375	22	4	119	12	0.032520325203252036	23	115	8	12	0.9349593495934959	23	4	276	38	0.014285714285714285	56	268	8	42	0.9710144927536232	56
chr20:23426109-23426209	chr20	23426109	23426209	L1HS_dup1579	.	5	166	12	0.029239766081871343	27	156	14	13	0.9176470588235294	27	9	110	10	0.07563025210084033	19	109	10	10	0.9159663865546218	19	28	286	26	0.08917197452229299	51	268	48	24	0.8481012658227848	51
chr22:28663284-28663384	chr22	28663284	28663384	L1HS_dup1616	.	20	112	12	0.15151515151515152	30	90	43	11	0.6766917293233082	30	11	104	6	0.09565217391304348	25	62	52	7	0.543859649122807	25	35	204	21	0.14644351464435146	54	164	75	21	0.6861924686192469	54
chr22:34555608-34555708	chr22	34555608	34555708	L1HS_dup1617	.	3	86	7	0.033707865168539325	16	74	15	7	0.8314606741573034	16	7	133	11	0.05	26	124	16	11	0.8857142857142857	26	3	231	31	0.01282051282051282	49	204	30	31	0.8717948717948718	49
chr22:48991692-48991792	chr22	48991692	48991792	L1HS_dup1619	.	5	86	10	0.054945054945054944	17	82	11	8	0.8817204301075269	17	7	88	9	0.07368421052631578	18	76	19	9	0.8	18	10	302	22	0.03205128205128205	57	278	31	25	0.8996763754045307	57
chr2:86661168-86661268	chr2	86661168	86661268	L1HS_dup163	.	1	112	11	0.008849557522123894	21	110	3	11	0.9734513274336283	21	3	135	6	0.021739130434782608	24	134	5	5	0.9640287769784173	24	2	302	32	0.006578947368421052	58	293	10	33	0.966996699669967	58
chr2:102572285-102572385	chr2	102572285	102572385	L1HS_dup172	.	6	50	3	0.10714285714285714	16	46	9	4	0.8363636363636363	16	0	84	14	0.0	25	80	4	14	0.9523809523809523	25	8	189	26	0.04060913705583756	57	186	11	26	0.9441624365482234	57
chr2:112509745-112509845	chr2	112509745	112509845	L1HS_dup175	.	13	82	17	0.1368421052631579	20	69	27	16	0.71875	20	24	84	7	0.2222222222222222	20	72	36	7	0.6666666666666666	20	11	324	14	0.03283582089552239	60	319	16	14	0.9522388059701492	60
chr1:67084815-67084915	chr1	67084815	67084915	L1HS_dup18	.	14	136	22	0.09333333333333334	30	125	25	22	0.8333333333333334	30	11	150	23	0.06832298136645963	32	145	17	22	0.8950617283950617	32	9	236	13	0.036734693877551024	44	231	13	14	0.9467213114754098	44
chr2:143860957-143861057	chr2	143860957	143861057	L1HS_dup190	.	4	151	18	0.025806451612903226	29	145	12	16	0.9235668789808917	29	5	84	5	0.056179775280898875	16	76	13	5	0.8539325842696629	16	4	242	20	0.016260162601626018	46	239	6	21	0.9755102040816327	46
chr2:148188746-148188846	chr2	148188746	148188846	L1HS_dup191	.	2	100	7	0.0196078431372549	19	100	2	7	0.9803921568627451	19	10	73	11	0.12048192771084337	16	72	12	10	0.8571428571428571	16	5	252	13	0.019455252918287938	46	252	5	13	0.980544747081712	46
chr2:157566354-157566454	chr2	157566354	157566454	L1HS_dup193	.	16	148	16	0.0975609756097561	26	138	26	16	0.8414634146341463	26	6	126	7	0.045454545454545456	20	99	34	6	0.7443609022556391	20	4	282	35	0.013986013986013986	49	276	8	37	0.971830985915493	49
chr2:166988455-166988555	chr2	166988455	166988555	L1HS_dup202	.	3	131	12	0.022388059701492536	25	113	20	13	0.849624060150376	25	1	52	7	0.018867924528301886	10	39	15	6	0.7222222222222222	10	3	299	20	0.009933774834437087	56	295	7	20	0.9768211920529801	56
chr2:169248624-169248724	chr2	169248624	169248724	L1HS_dup203	.	8	103	11	0.07207207207207207	20	87	25	10	0.7767857142857143	20	13	97	4	0.11818181818181818	18	89	19	6	0.8240740740740741	18	28	228	36	0.109375	50	222	34	36	0.8671875	50
chr2:172315271-172315371	chr2	172315271	172315371	L1HS_dup204	.	7	117	13	0.056451612903225805	20	113	11	13	0.9112903225806451	20	15	90	10	0.14285714285714285	17	86	19	10	0.819047619047619	17	4	299	14	0.013201320132013201	48	287	9	21	0.9695945945945946	48
chr2:177973074-177973174	chr2	177973074	177973174	L1HS_dup207	.	3	86	7	0.033707865168539325	16	75	14	7	0.8426966292134831	16	15	106	9	0.12396694214876033	22	96	24	10	0.8	22	7	295	22	0.023178807947019868	57	279	20	25	0.9331103678929766	57
chr2:180839589-180839689	chr2	180839589	180839689	L1HS_dup208	.	8	95	8	0.07766990291262135	19	90	13	8	0.8737864077669902	19	11	80	5	0.12087912087912088	16	63	28	5	0.6923076923076923	16	4	252	22	0.015625	49	241	13	24	0.9488188976377953	49
chr1:71513699-71513799	chr1	71513699	71513799	L1HS_dup21	.	1	107	7	0.009259259259259259	18	104	3	8	0.9719626168224299	18	6	94	13	0.06	17	92	7	14	0.9292929292929293	17	10	253	15	0.03802281368821293	44	249	13	16	0.950381679389313	44
chr2:193218348-193218448	chr2	193218348	193218448	L1HS_dup214	.	9	92	8	0.0891089108910891	23	92	9	8	0.9108910891089109	23	8	60	2	0.11764705882352941	14	59	9	2	0.8676470588235294	14	2	270	21	0.007352941176470588	60	270	2	21	0.9926470588235294	60
chr2:196905588-196905688	chr2	196905588	196905688	L1HS_dup218	.	6	97	1	0.05825242718446602	19	15	88	1	0.14563106796116504	19	11	96	4	0.102803738317757	19	16	92	3	0.14814814814814814	19	22	221	16	0.09053497942386832	47	54	190	15	0.22131147540983606	47
chr2:213573162-213573262	chr2	213573162	213573262	L1HS_dup225	.	10	78	13	0.11363636363636363	17	69	19	13	0.7840909090909091	17	5	113	7	0.0423728813559322	21	107	11	7	0.9067796610169492	21	4	188	11	0.020833333333333332	35	186	5	12	0.9738219895287958	35
chr2:232155129-232155229	chr2	232155129	232155229	L1HS_dup232	.	24	50	12	0.32432432432432434	18	45	28	13	0.6164383561643836	18	17	79	13	0.17708333333333334	22	42	56	11	0.42857142857142855	22	17	177	15	0.08762886597938144	43	155	39	15	0.7989690721649485	43
chr3:3963077-3963177	chr3	3963077	3963177	L1HS_dup240	.	15	135	13	0.1	28	91	59	13	0.6066666666666667	28	17	116	16	0.12781954887218044	26	83	50	16	0.6240601503759399	26	1	257	30	0.003875968992248062	53	238	15	35	0.9407114624505929	53
chr3:4916535-4916635	chr3	4916535	4916635	L1HS_dup244	.	8	108	8	0.06896551724137931	21	97	17	10	0.8508771929824561	21	19	134	17	0.12418300653594772	29	120	32	18	0.7894736842105263	29	2	222	18	0.008928571428571428	41	214	7	21	0.9683257918552036	41
chr3:26403945-26404045	chr3	26403945	26404045	L1HS_dup256	.	3	64	6	0.04477611940298507	15	63	4	6	0.9402985074626866	15	1	110	5	0.009009009009009009	22	107	6	3	0.9469026548672567	22	1	146	12	0.006802721088435374	33	144	4	11	0.972972972972973	33
chr3:46789038-46789138	chr3	46789038	46789138	L1HS_dup270	.	4	46	3	0.08	9	45	5	3	0.9	9	2	94	6	0.020833333333333332	17	82	14	6	0.8541666666666666	17	5	292	16	0.016835016835016835	55	283	11	19	0.9625850340136054	55
chr3:77769578-77769678	chr3	77769578	77769678	L1HS_dup277	.	2	98	2	0.02	21	92	8	2	0.92	21	6	103	8	0.05504587155963303	24	99	10	8	0.908256880733945	24	2	255	16	0.007782101167315175	57	249	5	19	0.9803149606299213	57
chr3:89466756-89466856	chr3	89466756	89466856	L1HS_dup289	.	4	70	3	0.05405405405405406	14	69	5	3	0.9324324324324325	14	5	107	11	0.044642857142857144	21	106	7	10	0.9380530973451328	21	10	239	25	0.040160642570281124	47	232	15	27	0.9392712550607287	47
chr3:90175498-90175598	chr3	90175498	90175598	L1HS_dup290	.	9	133	13	0.06338028169014084	27	131	11	13	0.9225352112676056	27	3	56	9	0.05084745762711865	12	56	4	8	0.9333333333333333	12	3	283	19	0.01048951048951049	52	277	4	24	0.9857651245551602	52
chr1:80945157-80945257	chr1	80945157	80945257	L1HS_dup30	.	4	119	15	0.032520325203252036	24	106	15	17	0.8760330578512396	24	0	75	9	0.0	14	75	0	9	1.0	14	4	244	11	0.016129032258064516	45	238	9	12	0.9635627530364372	45
chr3:109199873-109199973	chr3	109199873	109199973	L1HS_dup305	.	10	140	12	0.06666666666666667	28	122	26	14	0.8243243243243243	28	5	107	5	0.044642857142857144	20	104	7	6	0.9369369369369369	20	6	314	29	0.01875	61	307	9	33	0.9715189873417721	61
chr3:116360000-116360100	chr3	116360000	116360100	L1HS_dup317	.	1	65	3	0.015151515151515152	12	23	43	3	0.3484848484848485	12	5	76	9	0.06172839506172839	16	49	32	9	0.6049382716049383	16	6	182	23	0.031914893617021274	40	122	67	22	0.6455026455026455	40
chr1:84058306-84058406	chr1	84058306	84058406	L1HS_dup33	.	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0
chr3:132951934-132952034	chr3	132951934	132952034	L1HS_dup332	.	4	93	16	0.041237113402061855	17	77	20	16	0.7938144329896907	17	4	83	6	0.04597701149425287	14	81	6	6	0.9310344827586207	14	3	292	38	0.010169491525423728	49	287	7	39	0.9761904761904762	49
chr3:136485003-136485103	chr3	136485003	136485103	L1HS_dup337	.	9	132	7	0.06382978723404255	25	131	9	8	0.9357142857142857	25	12	108	5	0.1	21	105	15	5	0.875	21	4	284	26	0.013888888888888888	54	279	6	29	0.9789473684210527	54
chr3:136969636-136969736	chr3	136969636	136969736	L1HS_dup338	.	11	108	5	0.09243697478991597	21	90	28	6	0.7627118644067796	21	7	96	4	0.06796116504854369	19	73	30	4	0.7087378640776699	19	5	225	11	0.021739130434782608	42	214	14	13	0.9385964912280702	42
chr1:85927068-85927168	chr1	85927068	85927168	L1HS_dup35	.	6	81	14	0.06896551724137931	18	77	10	14	0.8850574712643678	18	8	66	3	0.10810810810810811	13	66	8	3	0.8918918918918919	13	2	160	13	0.012345679012345678	30	154	4	17	0.9746835443037974	30
chr3:158019677-158019777	chr3	158019677	158019777	L1HS_dup350	.	0	53	1	0.0	11	53	0	1	1.0	11	9	83	2	0.09782608695652174	19	73	18	3	0.8021978021978022	19	4	227	20	0.017316017316017316	53	221	12	18	0.9484978540772532	53
chr3:159101294-159101394	chr3	159101294	159101394	L1HS_dup352	.	3	75	4	0.038461538461538464	17	70	8	4	0.8974358974358975	17	5	111	9	0.04310344827586207	26	104	11	10	0.9043478260869565	26	0	208	19	0.0	47	204	0	23	1.0	47
chr1:86685011-86685111	chr1	86685011	86685111	L1HS_dup37	.	14	140	21	0.09090909090909091	30	127	26	22	0.8300653594771242	30	9	122	6	0.06870229007633588	23	119	12	6	0.9083969465648855	23	5	224	17	0.021834061135371178	43	217	11	18	0.9517543859649122	43
chr4:52816457-52816557	chr4	52816457	52816557	L1HS_dup370	.	7	134	10	0.04964539007092199	26	130	11	10	0.9219858156028369	26	10	79	5	0.11235955056179775	16	77	12	5	0.8651685393258427	16	10	314	19	0.030864197530864196	59	310	12	21	0.9627329192546584	59
chr4:19083829-19083929	chr4	19083829	19083929	L1HS_dup379	.	0	0	0	NaN	0	0	0	0	NaN	0	2	19	1	0.09523809523809523	4	13	8	1	0.6190476190476191	4	0	0	0	NaN	0	0	0	0	NaN	0
chr1:34572005-34572105	chr1	34572005	34572105	L1HS_dup4	.	7	77	5	0.08333333333333333	15	73	10	6	0.8795180722891566	15	8	60	2	0.11764705882352941	12	58	10	2	0.8529411764705882	12	4	239	10	0.01646090534979424	45	233	9	11	0.9628099173553719	45
chr4:52538472-52538572	chr4	52538472	52538572	L1HS_dup405	.	2	78	3	0.025	14	64	14	5	0.8205128205128205	14	11	80	6	0.12087912087912088	17	74	16	7	0.8222222222222222	17	9	234	17	0.037037037037037035	44	230	13	17	0.9465020576131687	44
chr4:57568247-57568347	chr4	57568247	57568347	L1HS_dup407	.	7	129	11	0.051470588235294115	25	122	13	12	0.9037037037037037	25	5	112	12	0.042735042735042736	22	105	12	12	0.8974358974358975	22	2	214	12	0.009259259259259259	39	210	6	12	0.9722222222222222	39
chr4:59078848-59078948	chr4	59078848	59078948	L1HS_dup414	.	1	56	5	0.017543859649122806	9	54	3	5	0.9473684210526315	9	0	0	0	NaN	0	0	0	0	NaN	0	3	181	12	0.016304347826086956	29	170	10	16	0.9444444444444444	29
chr4:78105736-78105836	chr4	78105736	78105836	L1HS_dup428	.	6	120	7	0.047619047619047616	20	114	12	7	0.9047619047619048	20	17	207	13	0.07589285714285714	35	199	23	15	0.8963963963963963	35	7	317	13	0.021604938271604937	50	307	17	13	0.9475308641975309	50
chr4:78347981-78348081	chr4	78347981	78348081	L1HS_dup429	.	0	64	3	0.0	10	62	3	2	0.9538461538461539	10	0	0	0	NaN	0	0	0	0	NaN	0	4	143	12	0.027210884353741496	24	141	6	12	0.9591836734693877	24
chr4:79704553-79704653	chr4	79704553	79704653	L1HS_dup430	.	7	133	13	0.05	22	127	9	17	0.9338235294117647	22	3	132	10	0.022222222222222223	21	120	16	9	0.8823529411764706	21	7	288	12	0.023728813559322035	45	269	23	15	0.9212328767123288	45
chr4:87353046-87353146	chr4	87353046	87353146	L1HS_dup444	.	3	86	7	0.033707865168539325	16	84	6	6	0.9333333333333333	16	11	102	10	0.09734513274336283	21	97	15	11	0.8660714285714286	21	6	283	19	0.020761245674740483	53	278	8	22	0.972027972027972	53
chr4:90681657-90681757	chr4	90681657	90681757	L1HS_dup448	.	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0
chr4:91978212-91978312	chr4	91978212	91978312	L1HS_dup450	.	4	75	6	0.05063291139240506	18	74	5	6	0.9367088607594937	18	3	72	2	0.04	16	68	5	4	0.9315068493150684	16	4	262	21	0.015037593984962405	60	256	9	22	0.9660377358490566	60
chr4:93644237-93644337	chr4	93644237	93644337	L1HS_dup453	.	6	95	10	0.0594059405940594	19	92	11	8	0.8932038834951457	19	9	138	10	0.061224489795918366	27	137	10	10	0.9319727891156463	27	8	250	19	0.031007751937984496	47	247	9	21	0.96484375	47
chr4:98598363-98598463	chr4	98598363	98598463	L1HS_dup455	.	5	77	5	0.06097560975609756	16	75	7	5	0.9146341463414634	16	6	108	14	0.05263157894736842	22	104	9	15	0.9203539823008849	22	9	331	18	0.026470588235294117	63	319	22	17	0.9354838709677419	63
chr4:106576970-106577070	chr4	106576970	106577070	L1HS_dup461	.	5	82	8	0.05747126436781609	16	75	11	9	0.872093023255814	16	2	86	8	0.022727272727272728	16	82	5	9	0.9425287356321839	16	3	268	9	0.01107011070110701	47	264	8	8	0.9705882352941176	47
chr4:119954658-119954758	chr4	119954658	119954758	L1HS_dup470	.	13	127	18	0.09285714285714286	23	113	27	18	0.8071428571428572	23	17	166	10	0.09289617486338798	28	162	21	10	0.8852459016393442	28	3	259	14	0.011450381679389313	40	256	5	15	0.9808429118773946	40
chr1:104776178-104776278	chr1	104776178	104776278	L1HS_dup51	.	9	127	10	0.0661764705882353	22	113	23	10	0.8308823529411765	22	2	140	4	0.014084507042253521	21	134	8	4	0.9436619718309859	21	4	208	10	0.018867924528301886	34	202	10	10	0.9528301886792453	34
chr4:166569977-166570077	chr4	166569977	166570077	L1HS_dup510	.	5	99	14	0.04807692307692308	18	95	10	13	0.9047619047619048	18	3	72	5	0.04	12	72	3	5	0.96	12	2	271	19	0.007326007326007326	46	265	8	19	0.9706959706959707	46
chr4:166755896-166755996	chr4	166755896	166755996	L1HS_dup511	.	1	48	5	0.02040816326530612	9	45	3	6	0.9375	9	0	0	0	NaN	0	0	0	0	NaN	0	1	221	10	0.0045045045045045045	40	215	6	11	0.9728506787330317	40
chr4:169521432-169521532	chr4	169521432	169521532	L1HS_dup514	.	1	106	9	0.009345794392523364	20	103	5	8	0.9537037037037037	20	1	94	6	0.010526315789473684	17	92	3	6	0.968421052631579	17	3	354	21	0.008403361344537815	64	352	5	21	0.9859943977591037	64
chr1:104849764-104849864	chr1	104849764	104849864	L1HS_dup52	.	5	65	4	0.07142857142857142	15	63	8	3	0.8873239436619719	15	6	98	6	0.057692307692307696	22	92	12	6	0.8846153846153846	22	3	210	20	0.014084507042253521	49	207	3	23	0.9857142857142858	49
chr4:189137086-189137186	chr4	189137086	189137186	L1HS_dup521	.	3	113	7	0.02586206896551724	19	109	6	8	0.9478260869565217	19	5	88	4	0.053763440860215055	14	88	5	4	0.946236559139785	14	1	131	6	0.007575757575757576	21	131	1	6	0.9924242424242424	21
chr5:173408728-173408828	chr5	173408728	173408828	L1HS_dup522	.	14	104	13	0.11864406779661017	25	96	22	13	0.8135593220338984	25	21	123	12	0.14583333333333334	27	103	43	10	0.7054794520547946	27	20	228	23	0.08064516129032258	53	212	32	27	0.8688524590163934	53
chr5:13416498-13416598	chr5	13416498	13416598	L1HS_dup534	.	0	18	2	0.0	4	18	0	2	1.0	4	9	79	6	0.10227272727272728	19	75	13	6	0.8522727272727273	19	2	129	9	0.015267175572519083	30	125	4	11	0.9689922480620154	30
chr5:15912450-15912550	chr5	15912450	15912550	L1HS_dup536	.	14	110	14	0.11290322580645161	29	65	61	12	0.5158730158730159	29	13	92	7	0.12380952380952381	24	58	47	7	0.5523809523809524	24	10	213	16	0.04484304932735426	49	205	15	19	0.9318181818181818	49
chr5:34147846-34147946	chr5	34147846	34147946	L1HS_dup553	.	15	183	16	0.07575757575757576	31	155	41	18	0.7908163265306123	31	12	88	11	0.12	17	73	29	9	0.7156862745098039	17	3	340	34	0.008746355685131196	56	331	11	35	0.9678362573099415	56
chr5:58384175-58384275	chr5	58384175	58384275	L1HS_dup573	.	0	0	0	NaN	0	0	0	0	NaN	0	3	83	6	0.03488372093023256	17	82	3	7	0.9647058823529412	17	0	0	0	NaN	0	0	0	0	NaN	0
chr5:79784838-79784938	chr5	79784838	79784938	L1HS_dup577	.	11	143	5	0.07142857142857142	24	61	95	3	0.391025641025641	24	4	117	5	0.03305785123966942	19	43	78	5	0.35537190082644626	19	12	295	26	0.03908794788273615	51	202	108	23	0.6516129032258065	51
chr5:81616091-81616191	chr5	81616091	81616191	L1HS_dup579	.	15	85	11	0.15	16	66	34	11	0.66	16	16	95	11	0.14414414414414414	18	70	42	10	0.625	18	9	248	18	0.03501945525291829	42	211	44	20	0.8274509803921568	42
chr5:86510691-86510791	chr5	86510691	86510791	L1HS_dup585	.	2	86	3	0.022727272727272728	19	84	4	3	0.9545454545454546	19	7	126	4	0.05263157894736842	28	122	14	1	0.8970588235294118	28	2	178	6	0.011111111111111112	41	173	4	9	0.9774011299435028	41
chr5:105519174-105519274	chr5	105519174	105519274	L1HS_dup592	.	2	105	6	0.018691588785046728	19	103	4	6	0.9626168224299065	19	2	71	4	0.0273972602739726	13	64	9	4	0.8767123287671232	13	1	225	13	0.004424778761061947	41	225	2	12	0.9911894273127754	41
chr5:111302239-111302339	chr5	111302239	111302339	L1HS_dup596	.	5	88	13	0.053763440860215055	16	85	8	13	0.9139784946236559	16	14	140	11	0.09090909090909091	24	131	23	11	0.8506493506493507	24	5	358	28	0.013774104683195593	59	348	12	31	0.9666666666666667	59
chr5:119690714-119690814	chr5	119690714	119690814	L1HS_dup600	.	2	52	5	0.037037037037037035	20	49	5	5	0.9074074074074074	20	4	38	2	0.09523809523809523	15	38	4	2	0.9047619047619048	15	4	120	17	0.03225806451612903	50	119	6	16	0.952	50
chr5:133583289-133583389	chr5	133583289	133583389	L1HS_dup605	.	10	140	4	0.06666666666666667	24	50	99	5	0.33557046979865773	24	10	139	15	0.06711409395973154	24	75	75	14	0.5	24	8	301	15	0.025889967637540454	50	154	156	14	0.4967741935483871	50
chr5:146609486-146609586	chr5	146609486	146609586	L1HS_dup616	.	17	157	13	0.09770114942528736	28	115	58	14	0.6647398843930635	28	6	117	13	0.04878048780487805	20	98	24	14	0.8032786885245902	20	12	264	25	0.043478260869565216	47	239	34	28	0.8754578754578755	47
chr1:118852352-118852452	chr1	118852352	118852452	L1HS_dup62	.	10	127	10	0.072992700729927	22	104	32	11	0.7647058823529411	22	5	87	5	0.05434782608695652	14	82	9	6	0.9010989010989011	14	10	253	17	0.03802281368821293	43	238	24	18	0.9083969465648855	43
chr5:152076869-152076969	chr5	152076869	152076969	L1HS_dup622	.	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0
chr5:152892373-152892473	chr5	152892373	152892473	L1HS_dup624	.	5	133	9	0.036231884057971016	25	124	14	9	0.8985507246376812	25	4	111	10	0.034782608695652174	21	109	6	10	0.9478260869565217	21	0	259	13	0.0	47	252	7	13	0.972972972972973	47
chr5:153076908-153077008	chr5	153076908	153077008	L1HS_dup625	.	2	102	5	0.019230769230769232	16	97	8	4	0.9238095238095239	16	5	126	5	0.03816793893129771	20	120	11	5	0.916030534351145	20	5	367	15	0.013440860215053764	56	358	11	18	0.9701897018970189	56
chr1:121538161-121538261	chr1	121538161	121538261	L1HS_dup63	.	11	149	12	0.06875	26	144	16	12	0.9	26	8	145	14	0.05228758169934641	26	135	18	14	0.8823529411764706	26	20	338	27	0.055865921787709494	57	330	28	27	0.9217877094972067	57
chr5:166972715-166972815	chr5	166972715	166972815	L1HS_dup637	.	9	68	10	0.11688311688311688	18	53	24	10	0.6883116883116883	18	6	82	14	0.06818181818181818	21	70	19	13	0.7865168539325843	21	3	277	15	0.010714285714285714	61	270	10	15	0.9642857142857143	61
chr6:2423703-2423803	chr6	2423703	2423803	L1HS_dup640	.	5	127	15	0.03787878787878788	26	115	18	14	0.8646616541353384	26	7	63	8	0.1	14	61	9	8	0.8714285714285714	14	10	315	22	0.03076923076923077	60	308	13	26	0.9595015576323987	60
chr6:19764893-19764993	chr6	19764893	19764993	L1HS_dup648	.	1	35	5	0.027777777777777776	6	32	4	5	0.8888888888888888	6	1	47	1	0.020833333333333332	7	45	2	2	0.9574468085106383	7	0	161	15	0.0	27	148	9	19	0.9426751592356688	27
chr6:24817606-24817706	chr6	24817606	24817706	L1HS_dup649	.	11	130	9	0.07801418439716312	22	115	26	9	0.8156028368794326	22	0	0	0	NaN	0	0	0	0	NaN	0	4	127	12	0.030534351145038167	21	124	8	11	0.9393939393939394	21
